#file	type	true_z	true_x0	true_x1	true_c	S2noz_z	S2noz_zoerr	S2noz_to	S2noz_toerr	S2noz_xo	S2noz_xoerr	S2noz_x1	S2noz_x1err	S2noz_c	S2noz_cerr	S2zsp_z	S2zsp_zoerr	S2zsp_to	S2zsp_toerr	S2zsp_xo	S2zsp_xoerr	S2zsp_x1	S2zsp_x1err	S2zsp_c	S2zsp_cer
DES_SN157653.DAT	22	0.208190	-9.000000	-9.000000	-9.000000	0.744816	0.003154	27.075823	0.234036	0.000007	0.000000	3.000000	0.008153	-0.227723	0.006800	0.209190	0.000123	24.462524	0.000008	0.000008	0.000000	3.000000	0.003433	0.397588	0.010310
DES_SN157707.DAT	22	0.208370	-9.000000	-9.000000	-9.000000	0.735279	0.003367	37.030640	0.217033	0.000008	0.000000	3.000000	0.005342	-0.135971	0.007516	0.209370	0.000218	30.522300	0.216988	0.000009	0.000000	2.999998	0.010655	0.382024	0.016231
DES_SN157864.DAT	22	0.132900	-9.000000	-9.000000	-9.000000	0.325859	0.004039	28.196108	0.105694	0.000049	0.000001	2.653816	0.124012	0.114810	0.010330	0.131900	0.000007	25.483931	0.054678	0.000042	0.000001	2.266071	0.076945	0.429337	0.010237
DES_SN158099.DAT	1	0.417150	-9.000000	-9.000000	-9.000000	0.959765	0.033633	0.957882	4.720892	0.000005	0.000001	0.573026	0.973599	-0.036964	0.074222	0.417638	0.000015	-17.771236	0.000022	0.000009	0.000001	-1.322572	0.590928	0.318928	0.080992
DES_SN158196.DAT	1	0.383450	-9.000000	-9.000000	-9.000000	0.082351	0.005080	-13.869517	0.382748	0.000006	0.000000	3.000000	0.018144	0.500000	0.010488	0.384450	0.001011	28.143847	0.456908	0.000007	0.000000	2.999999	0.343353	0.415932	0.039033
DES_SN158321.DAT	1	0.823540	0.000004	-0.427020	-0.086096	0.866409	0.041205	33.761375	1.959894	0.000004	0.000000	1.258545	1.722290	0.021356	0.126625	0.822540	0.001352	32.841149	1.447565	0.000004	0.000000	0.871559	1.180976	0.095676	0.064814
DES_SN158435.DAT	1	0.654460	-9.000000	-9.000000	-9.000000	0.395153	0.015954	-14.884567	1.148176	0.000010	0.000001	2.999999	0.072448	0.128920	0.072002	0.653525	0.001962	23.363466	1.104443	0.000005	0.000000	1.317458	0.986852	0.155497	0.050605
DES_SN158605.DAT	1	0.503360	0.000021	2.853500	-0.099591	0.508752	0.002762	22.617394	0.065367	0.000022	0.000000	2.999999	0.047932	-0.127662	0.004623	0.504360	0.001644	22.567575	0.056681	0.000022	0.000000	3.000000	0.052872	-0.123496	0.003738
DES_SN158860.DAT	1	0.424550	-9.000000	-9.000000	-9.000000	0.689375	0.044177	22.114831	1.959660	0.000014	0.000003	-0.442111	1.184990	-0.261448	0.069301	0.423551	0.001711	16.866730	3.581763	0.000014	0.000005	-1.260674	1.383125	-0.155225	0.074928
DES_SN158866.DAT	33	0.258440	-9.000000	-9.000000	-9.000000	0.753138	0.012912	29.002402	0.355525	0.000006	0.000000	-1.576526	0.284625	-0.239460	0.019195	0.257440	0.000108	24.014757	0.324005	0.000005	0.000000	-2.615564	0.323008	0.367597	0.053584
DES_SN158881.DAT	1	0.818000	0.000005	1.339000	-0.061599	0.748491	0.000000	-27.389478	0.000021	0.000021	0.000000	0.083116	0.017895	-0.445048	0.010744	0.819000	0.001373	16.657032	0.397963	0.000005	0.000000	1.006250	0.257020	-0.037270	0.015422
DES_SN159481.DAT	33	0.165890	-9.000000	-9.000000	-9.000000	0.424443	0.005712	14.549475	0.089440	0.000018	0.000000	-1.257134	0.077838	-0.120043	0.010912	0.164890	0.000014	12.427140	0.068845	0.000015	0.000000	-1.992154	0.072589	0.346877	0.010605
DES_SN160049.DAT	1	0.586440	-9.000000	-9.000000	-9.000000	0.722047	0.017340	21.598831	0.931055	0.000008	0.000000	-2.374892	0.562940	-0.172373	0.026064	0.585440	0.001493	22.022236	1.751587	0.000008	0.000000	-1.016672	1.224607	0.035933	0.053824
DES_SN160153.DAT	1	0.498180	-9.000000	-9.000000	-9.000000	0.074594	0.001079	-13.470447	0.368412	0.000008	0.000001	3.000000	0.017210	0.406693	0.070463	0.499180	0.001059	24.687603	0.948892	0.000009	0.000000	-0.498062	0.696682	0.036472	0.032905
DES_SN160207.DAT	1	0.419690	-9.000000	-9.000000	-9.000000	0.731491	0.010738	25.644998	0.379366	0.000013	0.000000	-0.537582	0.220606	-0.219210	0.011938	0.420690	0.001687	22.579363	0.404564	0.000015	0.000000	-0.606454	0.387812	0.051006	0.023063
DES_SN160478.DAT	1	0.724740	0.000007	-0.835410	-0.178420	0.762500	0.000162	24.719962	0.006738	0.000006	0.000000	-0.249295	0.278040	-0.145012	0.020778	0.725740	0.001502	30.882350	162.828538	0.000005	0.001502	2.929267	4.118745	0.450403	0.694871
DES_SN160674.DAT	1	0.833170	0.000006	-0.114260	-0.194070	0.808209	0.026365	23.470833	1.035439	0.000006	0.000000	-0.838865	0.507169	-0.162430	0.035028	0.832170	0.001122	24.127620	0.642088	0.000006	0.000000	-0.527721	0.329210	-0.184645	0.023189
DES_SN160752.DAT	1	0.480150	0.000016	1.424900	0.002140	0.678038	0.000000	25.969120	0.000010	0.000015	0.000000	0.867634	0.071920	-0.231605	0.005152	0.481150	0.000414	24.310288	0.103829	0.000016	0.000000	1.505062	0.117261	-0.021031	0.006919
DES_SN160855.DAT	22	0.228090	-9.000000	-9.000000	-9.000000	0.398278	0.000006	27.115067	0.000429	0.000011	0.000000	3.000000	0.003229	0.014091	0.009333	0.227090	0.001298	24.836982	0.229111	0.000010	0.000000	3.000000	0.011991	0.334460	0.012240
DES_SN160923.DAT	1	0.760920	-9.000000	-9.000000	-9.000000	0.731315	0.016487	28.276183	0.569015	0.000004	0.000000	-0.210033	0.415487	0.087587	0.046093	0.759920	0.001928	28.643380	0.540050	0.000004	0.000000	-0.078512	0.411102	0.027027	0.033450
DES_SN161486.DAT	1	0.503270	-9.000000	-9.000000	-9.000000	0.561839	0.013618	16.160892	0.345640	0.000010	0.000000	0.442539	0.263929	-0.066959	0.025842	0.504270	0.001643	15.728509	0.293601	0.000010	0.000000	0.587277	0.262162	0.021101	0.021228
DES_SN161641.DAT	1	0.876650	0.000003	-0.648030	-0.061888	0.463517	0.026228	87.212026	2.067324	0.000005	0.000003	-2.046895	0.605329	0.500000	0.051485	0.875650	0.001648	33.376834	0.393717	0.000004	0.000000	-0.546317	0.267930	-0.028643	0.025237
DES_SN161697.DAT	1	0.608930	-9.000000	-9.000000	-9.000000	0.674979	0.035932	24.253688	1.299530	0.000006	0.000000	-0.903128	0.700606	-0.136587	0.037564	0.609930	0.001212	23.438345	1.160535	0.000006	0.000000	-0.961834	0.726932	-0.074000	0.044343
DES_SN161757.DAT	1	0.632030	-9.000000	-9.000000	-9.000000	0.616290	0.024677	26.227208	0.674171	0.000007	0.000000	1.957012	0.387819	0.088057	0.039279	0.631030	0.000260	26.304408	0.594455	0.000007	0.000000	1.923201	0.258175	0.068861	0.013960
DES_SN161874.DAT	1	0.585470	-9.000000	-9.000000	-9.000000	0.761307	0.000036	-30.088476	0.002907	0.000027	0.000001	0.072650	0.017466	-0.484701	0.012537	0.584478	0.001482	-95.243366	155.246267	0.000007	0.001497	-2.612787	4.830765	-0.277471	0.588327
DES_SN162007.DAT	1	0.421560	-9.000000	-9.000000	-9.000000	0.796107	0.003966	25.005231	0.137359	0.000011	0.000000	-0.075548	0.039800	-0.292403	0.003435	0.420560	0.000306	21.552785	0.130893	0.000014	0.000000	0.071571	0.103227	0.042209	0.007912
DES_SN162019.DAT	22	0.507260	-9.000000	-9.000000	-9.000000	0.659049	0.029837	53.830640	1.384676	0.000042	0.000027	2.879542	5.755770	-0.088823	0.148473	0.508260	0.001898	18.358024	0.571638	0.000006	0.000000	3.000000	0.147018	-0.334010	0.021119
DES_SN162238.DAT	1	0.856680	0.000004	-0.126010	-0.099728	0.706505	0.000251	-29.403494	0.011386	0.000010	0.000001	0.029531	0.169293	-0.386489	0.067604	0.856440	0.000028	-36.902823	0.001126	0.000014	0.000001	0.051105	0.042265	-0.383778	0.029642
DES_SN162687.DAT	1	0.333030	-9.000000	-9.000000	-9.000000	0.767166	0.008299	24.750217	0.198914	0.000019	0.000000	-0.169695	0.052040	-0.343955	0.004706	0.334027	0.001912	20.837572	0.197750	0.000023	0.000000	1.547547	0.172680	0.090587	0.012917
DES_SN163148.DAT	22	0.275550	-9.000000	-9.000000	-9.000000	1.043894	0.000005	-57.012561	0.000000	0.000123	0.000002	0.004778	0.002489	-0.487400	0.003237	0.274550	0.000043	-9.542683	0.570402	0.000028	0.000001	3.000000	0.025922	0.091137	0.019268
DES_SN163233.DAT	1	0.352860	-9.000000	-9.000000	-9.000000	0.794944	0.011828	18.148172	0.333346	0.000008	0.000000	-0.547885	0.197621	-0.182203	0.015278	0.351860	0.001972	14.495733	0.309465	0.000008	0.000000	-0.279552	0.271808	0.328646	0.025092
DES_SN163613.DAT	21	0.486790	-9.000000	-9.000000	-9.000000	0.705967	0.000049	-32.207302	0.000011	0.000099	0.000001	-0.241126	0.004814	-0.499999	0.000239	0.485790	0.001230	-14.544020	138.283277	0.000044	0.001430	2.603893	4.225764	-0.302802	0.597804
DES_SN163632.DAT	1	0.861140	0.000005	1.559400	-0.133960	0.785429	0.026126	30.726888	0.520499	0.000005	0.000000	1.164813	0.484847	-0.004048	0.055157	0.862140	0.001033	31.665861	0.510660	0.000005	0.000000	1.072544	0.479928	-0.119564	0.035128
DES_SN163756.DAT	1	0.508180	0.000008	0.750900	0.180670	0.725711	0.000035	27.703912	0.134847	0.000008	0.000000	0.654106	0.144413	-0.155749	0.010957	0.509180	0.001979	25.614151	0.137197	0.000008	0.000000	0.896660	0.149902	0.079431	0.012247
DES_SN163815.DAT	1	0.716730	0.000005	0.149870	-0.003449	0.793593	0.015538	31.166680	0.377196	0.000005	0.000000	0.569437	0.280375	-0.081492	0.027887	0.717730	0.001392	30.342964	0.360598	0.000005	0.000000	0.295652	0.296557	0.016948	0.023917
DES_SN164024.DAT	1	0.159000	0.000183	-0.746330	-0.052579	0.189899	0.002805	20.001319	0.049448	0.000151	0.000001	-0.283461	0.042987	-0.026204	0.008230	0.160000	0.000166	19.711547	0.037746	0.000149	0.000001	-0.116222	0.042814	0.000432	0.005914
DES_SN164069.DAT	32	0.500050	-9.000000	-9.000000	-9.000000	0.732325	0.013286	22.166366	0.392498	0.000007	0.000000	-1.039996	0.309383	0.135843	0.041340	0.501050	0.001274	20.504535	0.359749	0.000006	0.000000	-0.846120	0.316546	0.405220	0.032470
DES_SN164608.DAT	1	0.486000	0.000011	0.864990	0.117340	0.443266	0.007330	25.108064	0.189073	0.000011	0.000000	0.799986	0.172741	0.078371	0.014695	0.485000	0.001868	25.392700	0.185613	0.000010	0.000000	0.808176	0.165460	0.044677	0.012984
DES_SN165068.DAT	22	0.242430	-9.000000	-9.000000	-9.000000	0.343400	0.003361	25.207542	0.143900	0.000021	0.000000	2.999999	0.007700	0.056394	0.010406	0.243430	0.001242	24.301429	0.140942	0.000020	0.000000	3.000000	0.014507	0.218943	0.010525
DES_SN165312.DAT	1	0.667830	0.000006	1.218500	0.069263	0.701980	0.020861	23.329224	0.507458	0.000005	0.000000	1.347560	0.493461	0.117606	0.039625	0.666830	0.001679	23.008430	0.467459	0.000005	0.000000	1.440974	0.500386	0.140738	0.034279
DES_SN165330.DAT	1	0.770410	0.000004	-0.574270	0.042849	0.824770	0.017121	26.607037	0.554861	0.000004	0.000000	-0.337054	0.335214	-0.030401	0.046116	0.771410	0.001657	26.110262	0.517865	0.000004	0.000000	-0.548993	0.354225	0.055792	0.029240
DES_SN165753.DAT	1	0.760590	0.000008	0.177630	-0.208000	0.789668	0.013053	19.761246	0.362612	0.000007	0.000000	0.127405	0.259316	-0.164005	0.021623	0.761590	0.001715	19.519640	0.359401	0.000007	0.000000	0.253028	0.314857	-0.128809	0.019811
DES_SN165788.DAT	1	0.513760	-9.000000	-9.000000	-9.000000	0.699143	0.014683	24.677356	0.359181	0.000010	0.000000	-0.368256	0.164056	-0.260636	0.008631	0.512760	0.001902	22.088305	0.486561	0.000011	0.000000	-0.679606	0.352418	-0.129079	0.016312
DES_SN166086.DAT	22	0.374410	-9.000000	-9.000000	-9.000000	0.569590	0.811987	45.431621	0.065656	0.000021	0.000000	2.990674	0.000033	0.469576	0.000026	0.373410	0.000120	35.647687	0.165265	0.000024	0.000000	3.000000	0.001454	-0.021804	0.005238
DES_SN166091.DAT	22	0.535320	-9.000000	-9.000000	-9.000000	1.193685	0.897513	-42.723045	128.220659	0.000101	0.001442	-2.685164	3.054711	-0.097326	0.728720	0.534320	0.000023	19.847022	0.145117	0.000010	0.000000	3.000000	0.001590	-0.004309	0.008909
DES_SN166179.DAT	1	0.458490	0.000014	0.195950	0.045031	0.473111	0.006823	13.789213	0.132647	0.000014	0.000000	0.284501	0.095886	-0.046998	0.008420	0.459490	0.001383	13.668380	0.114438	0.000015	0.000000	0.274631	0.095810	-0.037774	0.007260
DES_SN166559.DAT	22	0.243020	-9.000000	-9.000000	-9.000000	0.424363	0.001370	25.951220	0.074385	0.000016	0.000000	3.000000	0.001335	-0.051288	0.006707	0.243811	0.001439	22.824045	161.083365	0.000017	0.001482	2.856550	5.341000	0.193516	0.846414
DES_SN166814.DAT	1	0.437440	-9.000000	-9.000000	-9.000000	0.567758	0.010515	19.659191	0.341080	0.000015	0.000000	0.266356	0.300483	-0.184417	0.018435	0.438440	0.001430	18.677544	0.268878	0.000016	0.000000	0.746180	0.303526	-0.049888	0.019174
DES_SN167056.DAT	32	0.324220	-9.000000	-9.000000	-9.000000	0.722800	0.009419	22.122518	0.129879	0.000022	0.000000	-0.543782	0.095003	-0.077682	0.025690	0.323220	0.000235	-22.172569	0.000146	0.000009	0.000000	3.000000	0.002461	0.500000	0.000665
DES_SN167089.DAT	22	0.387150	-9.000000	-9.000000	-9.000000	0.726075	0.010109	-28.999365	0.353176	0.000019	0.000001	-0.292415	0.043027	-0.500000	0.003517	0.386150	0.001663	23.826188	1.063304	0.000007	0.000000	1.797820	0.607726	0.082378	0.050464
DES_SN167147.DAT	32	0.533390	-9.000000	-9.000000	-9.000000	0.678675	0.033151	18.989607	0.554277	0.000006	0.000000	-1.991814	0.355693	0.302860	0.036901	0.534390	0.001243	18.283767	0.488879	0.000005	0.000000	-1.759376	0.353941	0.463645	0.037422
DES_SN167204.DAT	1	0.735830	0.000006	1.076700	-0.070222	0.692452	0.016295	16.799882	0.485233	0.000007	0.000000	1.084097	0.365265	0.043482	0.028568	0.734830	0.001438	-49.701609	0.001031	0.000053	0.000001	0.096601	0.009326	-0.500000	0.002211
DES_SN167248.DAT	1	0.525220	0.000009	-3.803000	-0.091045	0.512312	0.006243	26.993635	0.116272	0.000010	0.000000	-3.000000	0.020117	-0.096462	0.014547	0.524220	0.001353	27.030069	0.115629	0.000010	0.000000	-3.000000	0.020188	-0.106478	0.013104
DES_SN167480.DAT	1	0.626640	0.000008	-0.514230	-0.041659	0.656564	0.014677	-8.619442	1.570987	0.000002	0.000000	2.999499	3.676621	0.484567	0.048840	0.627640	0.001897	-8.335932	2.329452	0.000002	0.000000	2.706042	0.957836	0.500000	0.040634
DES_SN167481.DAT	22	0.072557	-9.000000	-9.000000	-9.000000	0.326461	0.003260	32.402547	0.064068	0.000111	0.000001	3.000000	0.001089	0.052741	0.007158	0.073557	0.000036	28.944708	0.037380	0.000100	0.000001	3.000000	0.001877	0.379886	0.005870
DES_SN167561.DAT	33	0.142660	-9.000000	-9.000000	-9.000000	0.634160	0.006994	17.618700	0.175690	0.000013	0.000000	-2.999912	1.181958	0.013867	0.025751	0.141660	0.001708	15.430369	0.172291	0.000010	0.000000	-3.000000	0.129933	0.500000	0.000727
DES_SN167646.DAT	1	0.466170	-9.000000	-9.000000	-9.000000	0.726972	0.006463	27.319222	0.169532	0.000010	0.000000	0.949742	0.151972	-0.058011	0.016431	0.465170	0.001398	24.589811	0.156551	0.000009	0.000000	1.479331	0.126388	0.231772	0.015485
DES_SN167668.DAT	32	0.429390	-9.000000	-9.000000	-9.000000	0.596789	0.014479	17.790870	0.154105	0.000011	0.000000	-1.813084	0.141512	0.299225	0.021940	0.430390	0.001437	17.267886	0.170679	0.000009	0.000000	-1.291843	0.156134	0.467739	0.016143
DES_SN167856.DAT	1	0.686270	0.000007	0.368320	-0.088344	0.672421	0.016077	24.239508	0.673165	0.000007	0.000000	-0.264095	0.621003	-0.022653	0.044223	0.687270	0.001320	24.467697	0.654933	0.000007	0.000000	-0.159966	0.644770	-0.029517	0.044076
DES_SN168084.DAT	1	0.774320	-9.000000	-9.000000	-9.000000	0.794287	0.014799	9.484099	0.641779	0.000004	0.000000	0.251494	0.353097	-0.020203	0.028682	0.775320	0.001994	9.249546	0.629548	0.000004	0.000000	0.203500	0.362077	0.003911	0.023357
DES_SN168523.DAT	1	0.616990	-9.000000	-9.000000	-9.000000	0.729878	0.018144	25.356623	1.102643	0.000006	0.000000	1.491786	0.901507	0.086849	0.051219	0.615990	0.002000	23.678877	0.824039	0.000006	0.000000	1.079085	0.729954	0.188650	0.042571
DES_SN168559.DAT	1	0.606380	-9.000000	-9.000000	-9.000000	0.622116	0.000013	-23.006600	0.001704	0.000021	0.000001	0.264456	0.092938	-0.462038	0.034295	0.605381	0.001031	7.482561	0.969525	0.000006	0.000000	0.920688	0.543459	0.018916	0.032826
DES_SN168793.DAT	1	0.362720	-9.000000	-9.000000	-9.000000	0.815588	0.002126	-40.754340	0.142531	0.000074	0.000001	0.043757	0.001911	-0.500000	0.000482	0.361720	0.001549	-3.141084	0.672913	0.000020	0.000000	-0.088492	0.134707	0.050646	0.011729
DES_SN168926.DAT	1	0.325520	-9.000000	-9.000000	-9.000000	0.242986	0.434931	-16.206015	34.657571	0.000058	0.000840	1.419991	4.438266	-0.130871	0.733116	0.324520	0.000358	7.481441	0.138771	0.000026	0.000000	-0.013411	0.083893	0.015680	0.005820
DES_SN169008.DAT	33	0.350840	-9.000000	-9.000000	-9.000000	0.069364	0.019559	99.987664	17.431999	-0.000011	0.000014	-1.243154	1.115352	0.499997	0.889262	0.351840	0.001929	-18.254241	2.609836	0.000008	0.000002	-1.031253	0.463024	0.393930	0.134618
DES_SN169128.DAT	1	0.859410	0.000005	1.357000	-0.107110	0.759947	0.019421	24.298191	0.908618	0.000005	0.000000	-1.818879	0.667587	0.014653	0.070397	0.860410	0.001326	26.972129	1.012267	0.000004	0.000000	-0.393838	0.558774	-0.116250	0.041087
DES_SN169242.DAT	1	0.510430	-9.000000	-9.000000	-9.000000	0.567287	0.011899	17.738327	0.292578	0.000011	0.000000	0.016720	0.223103	-0.117169	0.020827	0.511430	0.001329	17.267549	0.248977	0.000011	0.000000	0.061245	0.217095	-0.042997	0.018051
DES_SN169426.DAT	3	0.369420	-9.000000	-9.000000	-9.000000	0.702482	0.009138	-29.411016	0.567743	0.000029	0.000001	0.101411	0.015477	-0.500000	0.002728	0.368420	0.001548	-18.433263	0.001493	0.000015	0.000001	3.000000	0.313214	0.041065	0.040906
DES_SN169476.DAT	1	0.625320	-9.000000	-9.000000	-9.000000	0.609352	0.025508	25.875175	0.809424	0.000005	0.000000	-1.591829	0.447663	-0.007860	0.056462	0.626317	0.001741	25.952879	0.816828	0.000005	0.000000	-1.549350	0.442116	-0.031704	0.044347
DES_SN169481.DAT	22	0.262820	-9.000000	-9.000000	-9.000000	0.872492	0.026576	78.020670	2.504285	-0.000755	0.001877	-1.838420	0.903702	-0.018258	0.034874	0.261820	0.000444	30.447286	0.497888	0.000009	0.000000	0.996365	0.595989	0.120050	0.037644
DES_SN169703.DAT	1	0.607650	-9.000000	-9.000000	-9.000000	0.720157	0.009705	19.188670	0.834473	0.000007	0.000000	-0.280749	0.541171	-0.125509	0.022964	0.608650	0.001897	17.807598	1.256354	0.000007	0.000000	-0.368519	0.810134	-0.024635	0.027462
DES_SN169775.DAT	33	0.292940	-9.000000	-9.000000	-9.000000	0.715301	0.005562	-58.316116	0.000055	0.000070	0.000002	-0.193779	0.021059	-0.500000	0.002423	0.293940	0.001443	24.948094	0.774155	0.000006	0.000000	1.795283	0.718870	0.454991	0.051139
DES_SN169891.DAT	1	0.429250	-9.000000	-9.000000	-9.000000	0.829321	0.004172	26.201767	0.171294	0.000009	0.000000	0.333897	0.101835	-0.208266	0.009380	0.428250	0.000207	22.566335	0.171742	0.000008	0.000000	1.836838	0.168155	0.266960	0.012447
DES_SN169983.DAT	22	0.366530	-9.000000	-9.000000	-9.000000	0.655907	0.004322	36.594160	0.139145	0.000020	0.000000	3.000000	0.003048	0.085854	0.019488	0.365530	0.000171	32.268809	0.103868	0.000020	0.000000	3.000000	0.003356	0.328134	0.016357
DES_SN169990.DAT	1	0.821270	0.000006	1.971000	-0.113940	0.796676	0.014081	29.156188	0.490717	0.000007	0.000000	1.346726	0.416374	-0.079575	0.032289	0.820270	0.001996	29.248568	0.468605	0.000007	0.000000	1.279513	0.381077	-0.113901	0.023883
DES_SN170132.DAT	1	0.571130	-9.000000	-9.000000	-9.000000	0.693670	0.012280	25.557505	0.433438	0.000008	0.000000	1.433213	0.291544	-0.074965	0.016116	0.572130	0.001988	24.346544	0.420256	0.000009	0.000000	1.461665	0.290263	0.021486	0.016799
DES_SN170207.DAT	1	0.693610	0.000007	-0.606790	-0.126720	0.660528	0.011100	24.553007	0.201336	0.000007	0.000000	-0.483752	0.129838	-0.140051	0.011333	0.694610	0.000044	24.978259	0.146941	0.000007	0.000000	-0.413928	0.124644	-0.152486	0.008949
DES_SN170418.DAT	22	0.349440	-9.000000	-9.000000	-9.000000	0.747297	0.000000	-27.385183	0.000045	0.000111	0.000001	-0.365283	0.041320	-0.140804	0.699443	0.348440	0.000087	22.979602	0.097661	0.000022	0.000000	3.000000	0.001718	0.475145	0.010933
DES_SN170452.DAT	32	0.587170	-9.000000	-9.000000	-9.000000	0.590831	0.018735	15.487013	0.692843	0.000005	0.000000	-2.998289	5.734244	0.365213	0.056014	0.588170	0.001264	15.472216	0.876944	0.000005	0.000000	-2.992882	5.940194	0.363993	0.055506
DES_SN170569.DAT	1	0.638540	0.000006	-1.869200	-0.012825	0.698683	0.000004	-39.772461	0.000111	0.000022	0.000000	0.092128	0.009896	-0.500000	0.000545	0.637540	0.000209	-21.785934	0.000007	0.000007	0.000000	3.000000	0.018039	-0.198976	0.011397
DES_SN170584.DAT	1	0.888290	0.000004	1.595200	-0.073740	0.802990	0.072522	96.477641	4.746587	0.000001	0.000000	-1.321862	4.755778	0.064902	0.278073	0.889290	0.001707	97.113909	3.650816	0.000001	0.000000	-1.131570	2.170578	-0.078260	0.196603
DES_SN171092.DAT	22	0.213630	-9.000000	-9.000000	-9.000000	0.718623	0.011200	31.582998	0.517228	0.000009	0.000000	3.000000	0.009397	-0.077218	0.014235	0.214630	0.000208	24.891957	0.375302	0.000009	0.000000	3.000000	0.031204	0.500000	0.001766
DES_SN171204.DAT	21	0.752900	-9.000000	-9.000000	-9.000000	0.335985	0.000001	16.258200	0.001257	0.000014	0.000000	3.000000	0.034278	-0.056382	0.017968	0.753900	0.000011	20.950828	0.244361	0.000012	0.000000	-0.327430	0.038640	-0.381897	0.005421
DES_SN171447.DAT	22	0.577010	-9.000000	-9.000000	-9.000000	0.733031	0.006579	29.370448	0.480042	0.000007	0.000000	3.000000	0.010514	-0.023966	0.018385	0.576010	0.001277	28.320768	0.000641	0.000007	0.000000	3.000000	0.010535	0.074784	0.021982
DES_SN171460.DAT	1	0.542130	-9.000000	-9.000000	-9.000000	0.664097	0.619947	25.815145	10.232086	0.000007	0.001422	-0.217053	4.312802	-0.046638	0.698865	0.541130	0.001375	24.768039	0.384826	0.000007	0.000000	-0.426258	0.286240	0.114156	0.026287
DES_SN171483.DAT	1	0.751240	0.000006	1.376500	-0.048676	0.794851	0.022604	28.931425	0.865542	0.000005	0.000000	0.542016	0.706915	-0.154438	0.039527	0.752240	0.001989	28.439100	0.786188	0.000005	0.000000	0.437594	0.697880	-0.110264	0.039389
DES_SN171679.DAT	22	0.273180	-9.000000	-9.000000	-9.000000	0.711863	0.003825	-42.952167	0.484084	0.000100	0.000002	-0.058935	0.008026	-0.500000	0.000794	0.274180	0.001333	20.310126	0.308333	0.000012	0.000000	2.999999	0.284716	0.275010	0.022808
DES_SN171743.DAT	1	0.604420	0.000008	0.731810	0.048161	0.562259	0.015126	24.574986	0.491553	0.000007	0.000000	1.370931	0.334254	0.045467	0.031040	0.603420	0.001537	25.021841	0.461946	0.000007	0.000000	1.428757	0.343142	0.001552	0.024861
DES_SN171755.DAT	1	0.668090	0.000007	0.024369	-0.061760	0.612795	0.011252	23.977068	0.373338	0.000008	0.000000	0.141377	0.345961	-0.055330	0.026890	0.667090	0.000115	24.617108	0.347512	0.000008	0.000000	0.215069	0.314548	-0.108740	0.022183
DES_SN171975.DAT	1	0.581600	0.000009	1.429800	0.039467	0.619922	0.012201	-11.657509	1.299730	0.000009	0.000001	2.976648	1.135287	-0.065837	0.037018	0.582600	0.001943	-9.985807	1.822553	0.000009	0.000001	2.274657	0.671383	-0.009950	0.038875
DES_SN172112.DAT	1	0.797070	0.000007	1.362400	-0.156810	0.954912	0.000053	-29.676164	0.002408	0.000010	0.000001	0.335420	0.827552	-0.048409	0.023170	0.796918	0.000000	-18.800777	0.003137	0.000005	0.000000	1.687797	0.000000	0.114267	0.000000
DES_SN172497.DAT	22	0.203020	-9.000000	-9.000000	-9.000000	1.326098	0.007488	37.737474	0.499156	0.000007	0.000000	0.553523	0.076900	-0.319719	0.003484	0.204020	0.001753	26.874626	0.265647	0.000015	0.000000	-2.999987	0.051741	0.096786	0.025278
DES_SN172602.DAT	1	0.497040	-9.000000	-9.000000	-9.000000	0.692019	0.008902	25.985740	0.233907	0.000014	0.000000	0.619250	0.167103	-0.208530	0.008379	0.496058	0.000019	24.142432	0.001377	0.000015	0.000000	0.665367	0.181861	-0.054243	0.009731
DES_SN172854.DAT	1	0.403920	0.000027	-1.797400	-0.176320	0.714680	0.005891	-22.451755	0.859217	0.000026	0.000001	-0.091082	0.056717	-0.331761	0.022406	0.403010	0.001083	-10.170813	0.001035	0.000014	0.000001	-0.937507	0.272592	0.270835	0.041865
DES_SN172995.DAT	1	0.845490	0.000004	0.767340	-0.036305	1.137326	0.005963	-46.570628	0.000119	0.000066	0.000002	-3.000000	0.007899	-0.032238	0.008163	0.844490	0.001435	29.049405	0.770941	0.000004	0.000000	1.207728	0.467159	-0.015306	0.033282
DES_SN173104.DAT	1	0.157820	-9.000000	-9.000000	-9.000000	0.124300	0.001601	19.788498	0.046185	0.000128	0.000001	1.418011	0.046291	0.124086	0.005306	0.156820	0.000212	19.961973	0.048084	0.000130	0.000001	1.045863	0.043011	0.112766	0.005182
DES_SN173337.DAT	1	0.740110	0.000012	0.700370	-0.335040	0.739454	0.008865	26.059476	0.445538	0.000012	0.000000	1.334476	0.399561	-0.215057	0.015603	0.739110	0.000056	26.052158	0.401950	0.000012	0.000000	1.331102	0.383854	-0.214875	0.014147
DES_SN173477.DAT	1	0.601970	0.000007	-2.348100	-0.064197	0.560139	0.014952	30.227279	0.764505	0.000007	0.000000	2.999895	4.696057	0.056792	0.059827	0.602783	0.001462	23.500015	152.944133	0.000007	0.001469	-1.420232	3.785366	-0.050434	0.716064
DES_SN173504.DAT	1	0.409360	0.000025	0.664820	-0.056230	0.559196	0.005050	17.026554	0.110218	0.000021	0.000000	0.869473	0.079147	-0.235964	0.006208	0.408360	0.001630	15.738705	0.089536	0.000023	0.000000	1.010310	0.079538	-0.082654	0.005895
